Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
40,641,1,4,4,48,1,4,3,3815,14222,3,0,10,4,3,0,7,2,3,1,0,0,3,0
43,847,10,2,3,89,3,3,4,2789,22965,2,0,12,4,4,0,16,1,2,0,0,1,4,0
26,950,7,3,3,54,2,2,4,4392,10240,1,0,19,3,2,0,5,2,4,3,0,0,5,0
35,1248,4,1,3,98,2,2,3,8412,10077,2,0,24,3,2,1,9,0,3,1,1,2,5,0
18,1151,6,3,3,98,3,3,4,4904,16397,2,1,11,2,3,2,0,3,3,0,2,1,5,0
25,1120,1,3,1,48,3,2,4,7553,12698,1,0,16,3,4,2,14,3,4,19,0,0,3,0
33,852,3,3,1,32,1,4,1,10175,17668,2,0,12,3,3,1,11,2,3,5,2,1,1,0
23,1341,2,3,4,79,3,2,4,3662,15677,0,0,21,4,3,3,6,0,4,11,1,1,3,0
52,971,1,3,1,61,3,1,3,4477,15394,4,0,11,3,3,0,11,1,4,30,4,0,5,0
21,1479,3,2,4,37,2,1,2,14553,9903,3,1,13,3,3,0,10,3,2,2,5,0,1,1
31,1134,12,3,4,79,3,1,2,10119,10397,2,0,12,3,4,1,5,1,1,1,3,0,1,0
37,626,1,1,2,32,3,1,3,2129,21958,5,0,18,4,2,0,15,4,4,1,1,1,1,0
50,1176,1,4,3,90,3,4,3,5964,23060,4,0,23,3,4,1,9,1,3,3,0,0,2,0
21,825,1,5,3,39,3,3,2,4916,11989,2,0,17,3,4,0,10,1,1,4,5,1,0,0
47,1186,1,5,4,38,3,3,2,7429,9928,1,0,10,3,3,0,0,2,3,3,1,2,4,0
36,569,11,4,4,42,3,2,4,3386,8908,0,0,18,3,3,1,10,2,3,2,1,3,0,0
26,674,3,3,4,97,4,4,4,3229,18341,0,0,21,4,1,3,10,2,4,0,7,2,0,0
40,1355,3,4,1,78,3,2,4,3505,20161,2,1,11,3,4,0,5,3,4,2,11,2,0,0
37,727,7,2,4,86,1,4,2,3692,14337,0,1,11,3,3,0,16,3,4,0,6,1,2,1
29,1337,1,3,3,57,3,2,2,7388,19554,4,1,12,2,3,2,0,2,4,10,15,8,1,1
36,779,3,3,3,53,4,4,2,2722,20120,1,0,21,4,3,0,8,2,1,0,6,0,1,1
32,1142,2,3,1,46,1,3,2,3600,23900,2,1,18,3,3,0,14,1,3,2,3,0,8,1
37,1194,4,4,2,63,4,1,3,2009,9102,3,1,18,4,4,0,28,1,2,0,1,0,5,1
42,1012,30,2,4,68,4,2,3,8131,11268,2,1,13,3,4,2,1,1,2,7,9,1,5,0
51,805,7,3,3,74,1,2,4,9279,9164,5,1,14,3,3,2,12,0,4,1,6,0,2,0
23,712,2,5,3,47,4,1,4,4173,22755,1,0,24,3,3,1,16,2,3,0,0,0,6,0
57,533,8,1,3,96,3,2,2,4234,21473,0,1,13,3,4,0,12,3,4,3,2,1,4,0
18,803,1,3,4,41,4,2,3,6164,17768,3,0,23,3,3,0,2,3,1,12,0,6,9,0
34,1153,1,5,4,97,3,1,4,10272,9422,2,0,18,3,1,0,8,4,4,11,9,6,0,0
41,1438,1,3,2,31,3,5,3,6028,12646,3,1,11,3,4,3,0,4,2,1,2,2,0,1
38,1371,2,3,1,63,3,3,2,3467,13061,2,0,17,3,3,1,12,1,2,6,0,0,0,0
29,1266,3,2,2,53,4,4,3,2187,17532,0,0,24,3,3,0,0,6,3,0,1,4,7,0
33,1288,4,3,4,61,1,3,2,2814,12386,2,0,16,4,1,1,15,3,3,0,11,4,2,1
31,1164,12,4,3,69,3,2,1,5098,9240,1,1,22,3,4,1,6,1,3,3,2,4,1,1
30,760,3,3,3,60,2,2,4,3541,20422,3,0,13,3,3,3,6,2,4,1,1,2,2,0
44,1407,3,3,3,59,3,3,4,5418,13084,3,0,18,3,4,2,13,4,3,8,2,0,5,0
39,1170,1,1,3,81,3,5,2,3727,15690,1,1,22,3,4,0,14,2,2,13,0,0,7,1
29,1060,1,1,4,78,3,1,1,2895,10170,0,0,23,3,4,2,18,2,2,0,0,4,3,1
44,610,4,5,3,88,3,4,4,2728,21643,3,0,17,4,4,1,9,1,3,1,2,0,4,0
39,947,2,3,1,47,2,4,2,10734,17614,1,0,19,3,1,0,11,0,3,2,2,0,1,0
44,960,9,3,2,72,2,3,3,7665,23326,6,0,10,3,4,1,0,1,3,4,1,1,1,0
42,1364,1,1,3,70,1,4,1,11675,16423,2,0,13,3,1,1,23,1,2,12,2,0,6,0
27,1046,1,3,4,55,3,2,2,6438,24004,1,1,14,4,4,0,4,5,4,11,0,4,4,1
30,880,2,5,3,64,4,5,4,3963,23161,2,0,11,3,3,1,17,1,1,5,8,0,3,0
43,1476,1,3,4,51,2,3,4,9524,17799,2,0,14,1,3,1,17,2,3,1,1,0,0,0
42,610,1,2,4,39,4,1,2,4834,23876,0,0,14,3,1,0,15,1,3,7,0,10,0,0
35,922,6,3,2,44,3,4,3,5488,13492,3,0,24,3,4,0,10,4,2,1,0,0,0,0
37,542,1,4,1,37,3,2,2,4810,14215,1,0,20,2,2,1,9,2,4,16,0,4,2,0
48,1239,4,3,1,77,3,2,1,2000,8773,2,0,16,3,3,0,11,1,3,0,0,1,2,0
30,1418,1,4,4,76,4,2,4,10963,18016,2,0,24,3,4,2,0,1,3,4,1,2,8,0
41,780,1,3,2,96,2,1,4,6282,20272,3,0,12,3,4,0,11,1,3,0,4,0,3,0
33,1358,2,4,3,81,3,2,3,5795,21149,1,0,17,3,1,0,23,4,4,2,0,1,1,0
33,792,8,3,3,33,3,4,4,4765,10546,1,0,19,3,3,0,10,3,3,5,1,0,0,0
46,1410,2,2,4,91,3,1,4,5333,15550,2,0,10,3,1,1,11,0,3,5,7,6,5,0
44,1253,6,3,1,90,4,1,4,3645,11006,1,0,20,3,3,1,3,0,2,7,1,0,1,0
44,1304,1,2,3,61,1,1,1,6689,19256,3,0,11,3,4,1,13,0,1,4,4,0,3,0
49,518,7,5,3,71,3,2,2,2556,10685,1,0,12,3,3,0,5,1,2,1,0,4,2,1
36,1462,1,4,3,98,3,3,4,5393,23370,4,0,12,3,2,2,18,1,4,11,0,1,0,0
42,1226,5,3,4,67,3,3,3,6507,11920,0,0,23,3,3,0,21,3,3,8,1,1,0,0
32,804,4,3,2,93,3,5,4,4450,12953,2,0,20,3,4,0,22,3,4,0,0,2,1,0
39,1329,13,2,4,35,3,2,4,5916,22465,5,0,19,4,2,0,0,2,2,8,7,0,1,0
34,781,2,4,4,43,4,1,4,2993,15793,3,1,18,3,3,0,17,4,3,17,0,0,3,0
36,1372,1,3,3,60,3,4,2,3032,8407,3,0,14,3,3,0,17,1,4,5,2,5,3,0
41,612,1,2,4,70,4,3,4,5532,16407,2,1,19,3,4,0,8,2,1,1,2,0,10,1
27,1203,8,3,3,87,3,2,3,6899,9437,4,1,16,3,4,0,21,0,3,4,0,0,5,0
56,1040,3,1,2,99,2,3,4,2000,24750,3,0,12,3,3,2,15,1,4,2,3,2,2,0
25,596,7,3,4,57,1,4,2,6380,17997,0,0,20,3,3,0,22,1,4,5,1,0,2,0
23,741,1,3,3,33,1,3,3,3745,12361,1,0,11,3,3,2,1,2,4,3,3,2,3,0
47,512,2,2,3,86,3,2,4,4463,17583,6,0,12,3,2,1,6,2,4,13,5,1,0,0
43,968,1,5,3,72,3,3,3,2515,9306,4,1,22,4,2,0,12,3,3,4,1,3,15,0
42,801,16,2,4,43,3,1,3,3210,21598,5,0,19,4,3,1,21,2,2,1,1,0,2,0
42,1098,5,2,3,64,3,2,4,7966,23730,3,0,19,3,2,1,15,1,3,6,0,0,7,0
35,797,13,2,1,81,1,2,3,4996,22865,3,1,16,4,4,0,4,2,4,1,0,3,10,1
27,799,1,4,3,83,2,1,3,4058,13809,0,0,15,3,1,3,26,2,3,1,0,0,2,0
36,1243,4,3,4,64,2,1,1,4636,13538,2,0,20,4,1,1,9,2,2,2,9,1,0,0
29,548,5,3,4,51,3,1,4,6276,8596,2,0,21,4,3,2,4,2,3,0,1,3,2,0
45,1402,1,1,3,98,2,3,3,6125,19073,3,0,17,4,2,2,5,1,3,17,0,2,2,0
34,1352,9,1,4,76,2,3,3,4733,17093,1,0,24,3,3,0,1,0,2,3,0,1,4,0
27,1167,14,3,2,58,4,5,1,8488,15808,5,0,24,4,3,0,0,0,3,7,1,0,0,0
32,1093,10,4,3,49,4,2,3,7984,23429,7,0,16,3,4,0,11,2,3,1,0,2,1,0
40,1392,6,4,4,81,2,2,1,6043,10853,3,1,22,3,4,2,0,3,3,6,1,0,7,0
30,685,1,1,4,46,3,4,1,5050,8164,2,0,18,3,4,2,14,2,3,4,0,5,14,0
27,578,1,3,4,42,3,1,3,6827,9246,4,1,17,4,2,1,19,2,2,2,0,0,0,1
38,739,16,5,4,67,4,3,2,5751,11797,1,0,10,2,4,0,15,5,3,17,3,3,6,0
38,1294,1,3,1,50,3,3,2,8353,8565,0,0,18,3,3,0,12,2,3,3,7,1,0,0
30,534,6,4,4,74,2,1,4,7706,16548,2,0,23,3,3,2,0,2,3,5,1,0,5,0
31,1082,6,2,3,38,3,4,1,2953,13339,2,1,21,3,3,3,18,2,2,0,5,1,0,1
38,1495,4,5,2,75,3,3,3,2855,11068,0,0,21,4,3,0,27,3,3,1,0,0,9,0
21,1355,23,4,2,49,2,1,2,3461,20751,2,1,12,4,4,0,23,2,3,10,4,0,3,1
21,1021,1,5,3,30,3,1,3,8006,11475,0,0,15,3,3,0,1,2,4,7,0,0,1,0
28,563,2,3,2,38,3,1,4,2234,19689,1,0,13,3,3,0,11,4,4,3,5,4,0,0
33,1331,1,3,3,95,3,2,4,5987,13937,0,0,14,3,2,2,9,2,4,11,6,0,0,0
39,1098,2,5,2,90,2,2,2,5891,16701,2,1,18,3,4,1,8,1,3,3,4,7,3,1
50,614,1,2,2,46,3,2,1,8789,23875,1,0,15,3,4,1,12,3,3,4,5,0,6,0
44,593,2,3,3,84,1,1,1,5378,8634,1,0,18,3,3,1,29,1,2,2,2,2,4,0
34,1409,8,4,3,72,4,4,3,2510,16504,0,0,16,3,4,0,12,2,3,4,0,3,5,0
35,1169,13,4,3,97,2,2,4,3042,22525,0,0,14,3,4,0,8,1,3,1,3,5,4,0
25,1329,1,5,4,56,1,1,2,2721,17995,1,1,11,3,3,2,14,2,3,2,1,0,11,1
35,1378,2,2,4,77,3,2,2,3755,12706,0,0,23,3,3,1,1,1,3,16,0,2,4,0
33,1071,13,4,4,34,4,2,1,4485,14760,7,0,10,3,3,0,6,3,2,0,1,0,0,1
39,1017,1,4,3,57,4,2,3,2744,19564,1,0,10,2,1,0,19,2,2,0,3,0,4,0
27,930,1,1,4,97,3,1,4,10253,23143,4,0,22,4,3,0,13,2,4,0,0,2,1,0
41,816,1,3,2,67,2,1,3,2533,8698,2,1,24,3,3,0,28,2,2,1,2,0,15,1
51,934,4,2,2,50,3,3,4,9633,9216,4,0,20,2,3,1,14,1,2,2,3,0,1,0
34,1273,1,3,3,38,3,5,3,8889,13525,2,1,10,3,4,1,2,3,4,0,0,0,1,0
40,1101,17,5,4,79,2,2,2,7701,11957,2,0,13,4,1,1,0,2,3,3,1,0,0,0
42,1392,2,3,2,75,4,2,2,3474,12503,2,0,24,4,2,2,20,2,2,4,10,0,3,0
31,943,3,4,1,56,2,2,4,5832,11761,4,0,22,3,2,1,3,2,2,6,6,4,0,0
38,1107,1,5,2,96,4,3,3,2594,11329,1,0,18,3,1,0,2,0,2,18,1,0,9,0
36,1131,3,3,4,31,4,2,3,7750,10220,2,1,13,3,2,0,7,2,3,4,1,2,1,0
36,1091,5,4,3,51,3,4,4,4736,23877,3,1,10,4,4,2,19,3,4,0,0,2,1,0
28,1202,6,3,2,94,4,2,3,4005,10451,5,1,10,3,2,1,9,2,2,0,0,1,0,1
36,737,7,4,3,52,3,2,4,2665,11474,1,1,19,4,3,0,5,4,4,7,1,2,0,0
40,1012,4,2,3,47,2,3,3,2000,12186,2,0,10,3,2,1,21,2,2,5,8,2,1,0
50,604,11,5,4,67,3,5,4,2924,23861,0,1,24,3,3,1,20,2,2,0,9,1,1,1
45,884,8,2,2,87,1,3,2,8573,20847,3,0,12,4,4,2,25,4,4,1,5,0,0,0
57,987,7,3,4,37,3,1,4,4018,21424,3,0,20,3,3,3,22,1,2,6,1,5,0,0
28,1152,1,4,3,96,3,2,4,4515,9780,0,0,12,1,4,1,20,2,4,4,0,7,1,0
44,1450,1,3,4,85,3,2,3,6821,22217,1,0,18,3,4,2,5,1,3,4,2,2,4,0
37,1100,1,3,1,42,3,2,4,12122,14939,0,0,11,4,3,0,17,2,1,1,3,0,1,0
57,1243,5,3,3,79,3,3,4,9532,12467,0,1,21,2,3,1,21,3,3,4,1,1,1,0
27,1006,2,4,3,56,4,4,1,3022,17787,1,0,18,1,3,2,26,2,3,7,3,1,1,0
27,1134,2,2,3,58,1,3,3,2000,21977,3,0,11,3,4,1,13,2,4,10,4,2,2,0
30,570,10,1,1,84,3,5,2,15991,21237,2,0,22,4,2,1,8,2,3,6,4,2,1,0
18,754,11,2,4,97,2,1,4,15282,23129,5,0,18,4,3,2,4,2,3,4,2,1,2,0
30,861,11,3,2,38,3,4,4,5400,23778,2,0,23,3,3,0,19,2,2,5,4,2,13,0
28,972,1,2,4,59,2,3,1,2603,12048,2,1,23,3,3,0,6,0,3,3,0,0,0,1
37,545,5,3,4,63,3,2,2,7955,15205,2,0,23,3,4,1,12,4,2,1,3,2,0,0
39,640,1,3,3,56,2,3,3,4656,8248,1,0,11,3,3,2,4,0,1,10,0,0,0,0
54,776,1,1,4,55,2,1,3,4644,22948,2,0,11,4,3,2,10,2,4,3,0,2,1,0
45,1471,1,3,4,33,4,3,1,7686,10627,1,0,24,3,3,1,15,1,2,4,0,0,0,0
30,831,2,4,3,77,1,2,3,5809,22645,0,0,17,3,2,2,14,0,2,23,0,0,1,0
27,982,2,2,4,60,3,1,3,2716,13599,4,0,13,3,2,2,17,1,3,21,14,0,7,0
40,696,8,3,2,43,1,3,1,4178,14258,1,1,21,3,3,0,1,3,4,4,1,4,0,1
22,1110,1,3,3,87,3,3,4,6840,8665,3,0,13,3,3,2,11,1,1,0,7,1,1,0
54,780,6,3,4,86,3,1,4,6343,13556,1,0,20,3,3,0,8,1,2,2,0,0,4,0
47,706,3,4,3,64,3,1,4,5602,23102,2,1,22,3,1,0,4,4,1,13,0,3,0,0
31,1016,1,3,3,50,2,2,4,7837,8434,2,0,21,3,3,0,6,1,1,1,2,1,0,0
18,505,3,3,3,74,3,2,2,4101,14907,1,0,14,3,4,0,4,3,3,30,1,1,2,0
49,507,1,1,4,50,3,4,2,5374,8533,2,1,16,3,4,0,14,3,3,0,3,1,0,1
34,719,4,3,4,46,4,4,2,2000,14305,0,0,16,4,2,0,15,3,3,4,1,0,4,0
48,536,2,3,3,81,3,2,4,3925,10934,2,0,17,3,3,0,19,3,3,3,5,0,0,0
20,608,1,1,4,32,3,3,4,7200,12287,1,0,12,4,4,0,14,1,4,1,1,0,2,0
30,838,1,3,4,36,2,2,4,4043,22919,1,0,16,3,3,1,13,1,3,14,2,2,4,0
36,1302,3,5,1,30,2,3,4,3892,15412,0,0,17,4,4,2,12,0,4,4,1,0,0,0
36,1072,11,3,2,40,2,1,3,2919,12654,3,1,17,3,4,2,17,1,3,1,3,1,0,1
31,1012,2,3,4,34,2,2,3,8116,18018,1,0,22,3,2,2,0,1,4,2,3,0,0,0
42,793,6,5,4,99,2,3,3,6465,10415,2,0,17,2,2,1,11,1,3,6,1,0,5,0
25,1431,5,4,4,50,3,1,1,7425,12409,1,1,13,3,2,2,14,4,3,1,0,6,3,1
34,897,13,3,3,40,3,3,1,2073,17286,5,0,19,4,2,0,26,0,4,10,2,5,0,0
37,587,8,4,1,46,4,4,4,4535,12037,1,1,21,3,4,0,3,2,2,0,8,0,3,1
41,1117,4,4,3,95,2,2,3,4272,19545,4,0,14,3,4,1,2,6,3,1,0,3,3,0
43,613,5,3,2,66,3,2,3,4271,16355,1,0,19,1,1,1,0,3,3,0,4,1,15,0
24,845,11,3,2,55,4,4,3,3611,21123,0,1,12,3,3,2,0,0,4,0,2,2,1,1
20,1007,2,3,4,91,3,3,2,4133,24120,3,0,15,3,3,1,10,2,3,1,2,0,6,0
48,1374,1,5,1,57,2,1,3,7516,9968,3,0,23,3,3,0,6,2,3,30,9,0,1,0
39,993,1,3,4,53,2,2,3,2000,13689,2,0,23,3,3,2,6,2,2,0,2,4,6,0
28,1202,8,1,3,44,1,3,3,11951,13432,3,0,18,4,4,1,12,3,4,1,5,4,0,0
51,1492,8,4,3,56,3,2,4,6259,10570,2,1,20,3,2,2,16,0,3,1,2,1,0,0
37,631,1,3,1,52,3,1,3,4811,21775,2,0,22,3,2,2,12,5,4,4,0,4,5,0
47,774,4,1,3,77,1,2,3,7734,20917,1,0,24,1,1,0,12,5,1,6,3,2,5,0
36,894,3,3,1,50,2,4,4,2378,16235,2,0,17,4,3,0,15,0,2,6,7,0,1,0
56,921,1,3,4,70,3,3,4,3525,17142,3,0,18,3,3,0,0,2,3,0,5,0,2,0
53,911,19,4,4,34,4,5,4,4626,9012,1,0,16,3,3,0,13,1,3,5,0,0,1,0
33,1407,1,2,3,43,3,3,2,9728,17443,2,0,11,3,3,0,11,5,3,4,1,2,0,0
45,1214,1,4,2,58,3,5,1,4801,21452,2,0,16,3,4,1,11,5,1,3,2,8,0,0
42,1107,4,3,4,95,3,1,2,6155,17755,2,0,21,3,3,3,7,3,2,2,2,1,0,0
49,809,6,1,3,56,2,3,2,3659,12510,2,0,22,3,3,2,10,4,2,7,0,2,2,0
26,1323,1,5,2,76,3,1,4,6269,19348,1,1,23,3,4,2,15,1,2,2,0,2,0,1
42,1455,5,3,3,47,3,3,3,11368,14145,2,0,10,3,4,0,24,0,2,1,4,0,0,0
46,1321,3,2,4,38,4,2,1,8084,17262,0,0,17,3,2,0,0,3,4,1,3,0,8,0
18,501,1,3,1,34,1,2,2,4718,16288,3,0,11,3,3,1,16,4,3,2,5,1,0,0
24,1136,1,4,2,51,3,4,2,6889,14479,3,0,13,2,4,0,21,1,3,1,8,1,3,0
18,551,4,3,4,41,3,4,3,6560,20220,1,1,23,4,1,2,1,2,4,4,1,3,6,0
33,757,1,2,2,42,3,1,4,6331,23025,3,0,17,3,3,3,10,3,3,10,5,0,0,0
43,559,13,2,1,83,1,2,4,8569,8088,6,1,21,3,3,0,14,0,4,4,3,1,0,0
51,1103,8,2,3,31,3,2,4,8537,23871,4,0,10,3,2,2,28,1,2,2,9,2,2,0
36,1186,20,4,4,69,4,2,2,4612,16695,1,0,16,4,2,0,29,1,3,7,0,0,2,0
52,614,1,3,3,56,3,4,3,6774,19912,1,0,20,4,3,1,1,1,3,6,0,1,2,0
22,883,17,2,4,65,3,2,2,4058,22545,0,0,12,4,4,0,9,3,3,2,3,0,2,0
18,956,2,2,4,69,2,5,3,3097,15940,0,0,14,3,4,0,13,4,3,4,7,1,8,0
35,869,2,3,1,51,2,1,4,4295,22194,2,0,10,3,4,2,16,2,2,6,5,2,0,0
39,621,1,5,4,50,3,3,3,4730,11019,1,0,19,3,1,2,13,1,4,1,3,0,4,0
35,918,1,3,3,81,4,3,4,2141,10705,2,1,24,3,2,1,4,4,3,2,1,3,0,0
18,1251,5,5,2,90,4,1,3,7556,19177,5,0,22,3,4,1,4,5,1,0,3,0,1,0
35,571,3,3,3,43,3,2,1,2000,22792,5,0,24,3,3,1,0,2,3,21,4,0,0,0
22,580,1,2,3,36,3,4,1,19099,23171,2,0,22,3,3,2,0,1,4,0,4,1,1,0
42,854,4,4,1,92,4,3,3,10414,18943,3,0,22,3,2,3,0,2,2,0,3,4,4,0
39,1441,1,3,1,54,3,2,4,4313,16933,2,0,18,3,3,2,21,1,1,3,0,0,0,0
26,1168,4,4,3,68,3,2,2,4937,13633,2,1,17,3,3,2,17,1,4,10,3,0,0,1
30,1178,2,5,4,55,2,1,4,5718,24660,0,1,16,4,2,1,16,0,4,2,1,2,1,0
25,861,8,1,3,38,3,1,4,3660,13434,2,0,22,3,4,1,10,2,1,7,9,0,0,0
35,1093,8,1,4,71,3,2,3,5411,20651,1,1,12,3,2,0,11,2,4,5,2,0,4,0
45,510,3,4,2,66,4,1,4,4573,17043,4,1,10,4,4,0,9,1,3,5,2,0,4,0
26,1136,2,2,2,44,4,4,3,4688,18344,0,0,24,3,4,2,0,2,4,9,15,3,5,0
41,1413,2,2,2,61,2,3,4,5381,14689,4,0,10,3,3,2,17,2,3,0,0,6,2,0
30,1112,8,1,2,85,3,5,4,2548,24401,6,0,24,4,4,1,18,4,4,13,0,0,2,0
28,1373,1,1,2,71,4,3,4,5012,17718,3,0,20,2,3,1,2,2,4,8,3,1,0,0
34,1223,1,4,4,36,3,5,3,5333,23942,2,0,14,3,2,0,2,6,1,13,1,0,3,0
25,620,1,2,4,68,2,2,3,5241,8129,2,0,20,3,3,0,14,2,1,7,1,2,1,0
30,1402,3,3,4,79,1,2,2,4412,17735,1,0,22,3,3,1,14,0,3,10,6,0,10,0
24,566,3,3,2,85,3,5,2,8681,20192,2,0,13,3,3,1,17,1,2,1,2,0,10,0
55,1033,9,3,4,74,3,3,4,4118,20666,2,0,21,3,3,3,23,3,3,1,0,3,7,0
36,642,1,1,3,40,3,1,4,5506,23384,2,0,22,3,3,0,3,0,4,1,1,0,1,0
29,511,2,4,1,79,2,3,3,9401,8074,2,0,13,4,3,1,11,0,2,0,0,0,1,0
38,922,8,1,4,77,4,4,2,4723,8005,3,0,10,3,3,0,3,2,3,6,2,6,5,0
34,795,8,4,3,31,2,3,2,5471,16028,2,0,13,3,3,3,4,1,3,0,0,8,3,0
33,986,2,4,2,58,2,2,3,4683,8497,1,1,13,3,3,2,8,2,3,0,5,0,3,0
42,1077,3,3,3,53,3,3,2,9124,24567,2,0,10,4,4,1,23,3,2,7,2,1,0,0
43,543,1,3,2,76,3,5,2,4320,11775,2,0,20,3,3,3,20,2,2,11,0,1,5,0
30,623,13,3,4,45,2,1,4,9336,16035,3,0,15,4,4,1,11,0,4,7,1,1,2,0
30,1058,1,3,3,71,2,3,1,4666,9039,2,0,23,3,3,0,0,2,4,8,2,5,1,0
33,843,13,4,4,93,2,1,3,3197,16874,3,0,13,3,3,1,15,2,4,4,1,2,6,0
18,1229,5,4,1,85,3,3,4,6902,14459,1,0,16,3,3,0,14,1,4,10,2,2,1,0
20,1152,3,3,3,94,4,2,2,4220,8759,3,1,19,3,1,1,4,0,3,3,7,0,3,0
49,1345,1,3,3,98,3,1,3,6702,13697,3,0,23,3,4,3,18,1,3,22,1,1,1,0
52,1192,3,5,3,30,3,1,4,2000,14654,4,0,17,4,1,2,4,1,3,0,1,1,2,0
33,929,2,5,3,73,3,3,4,4927,24828,3,0,15,3,3,0,18,0,2,8,5,0,0,0
41,1172,1,3,4,58,2,1,3,3905,11534,2,0,23,4,2,0,13,1,3,5,1,0,1,0
39,775,5,3,4,90,4,1,3,2888,17261,1,0,14,2,1,0,0,4,2,4,0,0,2,0
60,806,17,2,4,47,4,4,4,3727,24784,5,0,11,4,4,0,9,4,3,6,0,0,2,0
47,1288,4,5,4,98,2,2,4,3689,21464,0,0,16,3,3,0,13,2,2,9,8,0,5,0
34,946,6,2,4,72,2,2,3,4798,24887,0,0,21,4,4,1,14,5,3,9,8,0,1,0
26,1298,1,3,3,85,2,5,1,2480,24461,3,0,10,2,2,2,20,1,3,0,0,0,6,0
19,1322,2,2,4,35,2,1,1,5756,16322,4,0,18,4,2,2,21,3,3,1,2,1,1,0
38,1357,1,2,3,42,3,2,1,9731,19838,2,0,18,3,2,0,10,3,3,0,0,1,3,0
28,1416,4,3,3,83,3,2,3,5655,9877,5,1,23,3,3,0,16,3,4,0,3,0,0,1
21,930,13,5,3,31,4,3,1,7364,15499,1,0,14,3,4,0,24,1,1,1,0,4,0,1
29,818,5,1,3,87,3,4,3,8495,21753,0,0,14,3,3,0,3,0,3,6,0,1,4,0
25,1082,1,3,2,30,3,4,4,9120,16590,3,0,16,3,3,0,7,3,3,3,5,3,0,0
52,871,2,1,4,75,3,3,2,12519,19945,2,0,15,4,4,0,0,2,4,7,1,5,10,0
44,1101,3,2,3,55,1,1,4,3829,20677,2,0,21,3,2,1,6,2,3,3,0,0,0,0
35,1205,2,3,1,72,3,1,4,3431,12308,1,0,19,3,3,2,13,2,3,4,5,1,6,0
50,1188,8,3,3,78,3,2,2,7271,22886,2,0,21,3,3,1,0,3,2,0,4,1,2,0
36,874,8,2,1,53,1,1,4,7003,15816,2,0,22,3,1,2,15,0,2,7,3,0,2,0
27,666,4,3,1,37,1,3,4,7243,11573,5,0,23,3,2,0,8,2,3,7,7,0,0,0
51,930,2,1,2,34,4,3,3,12640,22712,3,0,16,4,1,2,11,2,4,1,2,3,1,0
41,642,1,3,3,71,3,1,2,4942,15102,0,0,24,3,4,0,2,3,2,1,0,0,0,1
25,1390,1,5,3,66,2,4,3,6081,20755,4,1,13,3,3,0,11,2,2,1,0,10,2,1
34,845,2,5,4,81,3,1,4,3010,17316,1,0,20,3,4,0,25,3,2,8,1,2,2,0
27,654,2,3,4,65,4,2,3,14294,14491,5,0,18,3,3,0,8,0,2,6,0,1,3,0
22,525,5,3,3,59,3,3,2,4153,21767,1,0,22,3,3,1,0,2,4,4,2,0,6,0
45,1145,5,5,3,57,1,2,4,4212,17935,5,0,17,3,4,3,21,3,4,1,0,1,1,0
55,1136,1,1,3,31,4,2,3,4132,14639,1,1,21,3,4,2,16,3,3,0,1,0,0,0
22,840,2,4,4,53,3,1,3,3560,9863,1,0,23,2,1,0,12,1,2,0,0,0,1,0
41,571,1,5,1,98,2,2,4,3412,23222,3,0,20,4,3,1,16,2,4,0,1,3,5,0
29,909,1,1,1,91,3,3,3,3782,8602,1,0,21,2,4,1,12,1,1,1,3,0,0,0
31,811,8,2,4,53,4,4,4,2482,22674,1,0,11,4,4,2,25,2,3,0,1,1,2,0
30,1177,1,5,3,71,2,2,4,3318,14119,2,0,13,3,4,2,18,2,4,4,1,3,0,0
27,1105,2,3,2,89,2,2,3,13023,18868,3,0,24,2,3,1,8,1,3,2,14,0,0,0
36,864,1,1,2,60,2,3,2,7099,23677,1,1,20,3,2,1,23,0,1,2,3,1,2,1
27,717,10,2,4,31,4,5,4,7808,10579,4,0,18,3,2,2,26,1,2,4,2,1,1,0
38,1488,4,3,4,35,2,1,4,8853,17638,0,0,15,3,4,0,19,3,4,5,2,1,2,0
35,954,1,3,4,65,3,2,2,12296,20995,2,0,10,3,3,0,15,2,1,5,2,3,3,0
33,1188,3,4,3,97,4,3,3,2026,20878,1,0,15,3,2,1,5,3,3,1,0,5,0,0
26,640,6,5,3,78,2,2,2,2657,16935,2,0,17,3,4,2,17,0,4,8,0,1,0,0
30,985,15,2,4,34,4,1,4,3288,18620,2,0,13,3,2,1,15,3,4,12,3,1,3,0
43,527,1,3,4,43,4,3,4,3885,20877,2,0,12,3,4,3,11,2,3,1,1,1,2,0
41,1005,10,3,2,83,4,1,2,4228,22297,3,1,17,4,3,0,17,2,2,0,0,2,0,1
26,1464,13,3,4,88,2,2,4,3930,20950,3,1,18,3,1,1,12,0,3,11,1,2,3,0
36,884,12,2,2,73,3,2,2,5484,14018,3,1,13,3,3,0,16,0,2,12,0,0,2,1
43,538,5,5,2,75,4,4,4,5002,24944,2,0,18,4,2,3,20,1,2,0,7,0,0,0
